x,y,z,Ground Truth
0.059204,0.038452,-1.022583,Prone
0.059204,0.038452,-1.022583,Prone
0.059204,0.038452,-1.022583,Prone
0.059204,0.038452,-1.022583,Prone
0.059204,0.038452,-1.022583,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.059814,0.037476,-1.021851,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.060425,0.038574,-1.028198,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062256,0.039429,-1.026733,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.062134,0.03894,-1.024048,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.060059,0.040527,-1.023926,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.05957,0.038696,-1.022217,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.057617,0.038818,-1.021729,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.059814,0.039185,-1.027832,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.060669,0.039917,-1.026367,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.061279,0.038696,-1.02771,Prone
0.060059,0.038452,-1.022217,Prone
